Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
935,2842,92281592,2025_PWDJK_287473_10,,,,,,,"Doda, Jammu And Kashmir, India",22-09-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
936,3489,92455987,GEM/2025/B/6516290,,,,,,,"Belgaum, Karnataka, India",23-09-2025,ref to doc,960,,,,,,,N/A,,2500000,,,,,
937,4204,92629355,BORSAD DIVISION/HT-LT-TC/2025-26/N Procure/PR-219691:225395:,,,,,,,"Borsad, Gujarat, India",10-10-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
938,4876,92820403,MCU2526GLOB00186,,,,,,,"Udaipur, Rajasthan, India",13-10-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
939,5372,92938285,2025_DME_802278_1,,,,,,,"Alappuzha, Kerala, India",10-10-2025,,,,,,,,,N/A,,2500000,,,,,
940,5689,93010410,GEM/2025/B/6720683,,,,,,,"Pondicherry, Puducherry, India",06-11-2025,,1,,,,,,,N/A,,2500000,,,,,
941,6041,93147058,GEM/2025/B/6663511,,,,,,,"Bahraich, Uttar Pradesh, India",24-10-2025,,1,,,,,,,N/A,,2500000,,,,,
942,6128,93156530,RDS2526GLOB00015,,,,,,,"Jaipur, Rajasthan, India",27-10-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
943,6334,93209280,GEM/2025/B/6756600,,,,,,,"Meerut, Uttar Pradesh, India",21-10-2025,,1,,,,,,,N/A,,2500000,,,,,
944,6446,93221368,MES2526GLOB00088,,,,,,,"Pali, Rajasthan, India",28-10-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
945,6801,93327202,GEM/2025/B/6770058,,,,,,,"Nainital, Uttarakhand, India",25-10-2025,,1,,,,,,,N/A,,2500000,,,,,
946,7065,93401599,2025_MCC_808409_1,,,,,,,"Kannur, Kerala, India",01-11-2025,,,,,,,,,N/A,,2500000,,,,,
947,7700,93545606,GEM/2025/B/6792125,,,,,,,"Lucknow, Uttar Pradesh, India",10-11-2025,03-11-2025,1,,,,,,,N/A,,2500000,,,,,
948,8429,93760223,2025_NITA_882351_1,,,,,,,"Agartala, Tripura, India",12-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
949,8605,93840119,GEM/2025/B/6806808,,,,,,,"Himatnagar, Gujarat, India",08-11-2025,ref to doc,809,,,,,,,N/A,,2500000,,,,,
950,8968,93926869,SMC2526GLSS00202,,,,,,,"Jodhpur, Rajasthan, India",06-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
951,10032,94209735,2025_PGIME_883942_1,,,,,,,"Chandigarh Ut, Chandigarh, India",24-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
952,11008,94469769,GEM/2025/B/6878133,,,,,,,"Mumbai, Maharashtra, India",21-11-2025,ref to doc,10533,,,,,,,N/A,,2500000,,,,,
953,11404,94557453,SMC2526GLSS00211,,,,,,,"Jodhpur, Rajasthan, India",18-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
954,11426,94560743,2025_MEDIC_512844_1,,,,,,,"Jaipur, Rajasthan, India",24-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
955,11488,94588534,MHS2526GLOB04978,,,,,,,"Kotputli, Rajasthan, India",24-11-2025,ref to doc,,,,,,,,N/A,,2500000,,,,,
956,2753,92268132,2025_PMCP_1216879_1,,,,,,,"Pune, Maharashtra, India",18-09-2025,ref to doc,,,,,,,,N/A,,2499960,,,,,
957,3811,92544283,2025_TMC_1219075_1,,,,,,,"Thane, Maharashtra, India",24-09-2025,ref to doc,,,,,,,,N/A,,2489020,,,,,
958,775,91805924,2025_PCMCP_1213492_1,,,,,,,"Pune, Maharashtra, India",16-09-2025,ref to doc,,,,,,,,N/A,,2487084,,,,,
959,10052,94211632,GEM/2025/B/6854085,,,,,,,"Dhanbad, Jharkhand, India",25-11-2025,ref to doc,76500,,,,,,,N/A,,2486200,,,,,
960,1954,91615491,GEM/2025/B/6541923,,,,,,,"Khordha, Orissa, India",10-09-2025,ref to doc,756,,,,,,,N/A,,2457900,,,,,
961,2558,92249925,GEM/2025/B/6655978,,,,,,,"Gautam Budhnagar, Uttar Pradesh, India",15-10-2025,,1,,,,,,,N/A,,2420000,,,,,
962,9153,93973609,GEM/2025/B/6697413,,,,,,,"Bangalore, Karnataka, India",07-11-2025,,168000,,,,,,,N/A,,2417856,,,,,
963,2252,92164148,GEM/2025/B/6649547,,,,,,,"Chandigarh Ut, Chandigarh, India",26-09-2025,ref to doc,17,,,,,,,N/A,,2409750,,,,,
964,499,91685755,DDULP2401D,,,,,,,"Dehradun, Uttarakhand, India",10-09-2025,,,,,,,,,N/A,,2400000,,,,,
965,1981,91687382,GEM/2025/B/6595697,,,,,,,"Jhansi, Uttar Pradesh, India",11-09-2025,ref to doc,1,,,,,,,N/A,,2400000,,,,,
966,4692,92775067,2025_AMSRB_878728_1,,,,,,,"Raebareli, Uttar Pradesh, India",08-10-2025,ref to doc,,,,,,,,N/A,,2400000,,,,,
967,5058,92866031,GEM/2025/B/6721015,,,,,,,"Pondicherry, Puducherry, India",31-10-2025,,1,,,,,,,N/A,,2400000,,,,,
968,5168,92899993,GEM/2025/B/6695341,,,,,,,"Lucknow, Uttar Pradesh, India",16-10-2025,ref to doc,6,,,,,,,N/A,,2400000,,,,,
969,7637,93533903,2025_BNMC_1229610_1,,,,,,,"Thane, Maharashtra, India",06-11-2025,ref to doc,,,,,,,,N/A,,2400000,,,,,
970,6628,93279375,2025_PCMCP_1225183_89,,,,,,,"Pune, Maharashtra, India",15-10-2025,ref to doc,,,,,,,,N/A,,2379300,,,,,
971,3544,92468874,GEM/2025/B/6513469,,,,,,,"Panchkula, Haryana, India",29-09-2025,ref to doc,3426,,,,,,,N/A,,2344978.35,,,,,
972,1647,92076163,GEM/2025/B/6582442,,,,,,,"Darjeeling, West Bengal, India",13-09-2025,,31688,,,,,,,N/A,,2334969,,,,,
973,253,91522042,GEM/2025/B/6560432,,,,,,,"Darjeeling, West Bengal, India",08-09-2025,ref to doc,36515,,,,,,,N/A,,2332925,,,,,
974,1049,91899515,TIFR/PD/IC25-5/250787,,,,,,,"Hyderabad, Telangana, India",17-09-2025,ref to doc,,,,,,,,N/A,,2322900,,,,,
975,2519,92225761,GEM/2025/B/6651994,,,,,,,"Meerut, Uttar Pradesh, India",14-10-2025,,97,,,,,,,N/A,,2320530,,,,,
976,3921,92566805,GEM/2025/B/6690460,,,,,,,"Lucknow, Uttar Pradesh, India",03-10-2025,,23400,,,,,,,N/A,,2314296,,,,,
977,9553,94099686,GEM/2025/B/6831062,,,,,,,"Chitrakoot, Uttar Pradesh, India",15-11-2025,,1976,,,,,,,N/A,,2304960,,,,,
978,7303,93431237,GEM/2025/B/6730469,,,,,,,"Lucknow, Uttar Pradesh, India",08-11-2025,,17412,,,,,,,N/A,,2299397,,,,,
979,9745,94131906,GEM/2025/B/6793080,,,,,,,"New Delhi, Delhi, India",10-11-2025,,784,,,,,,,N/A,,2291544,,,,,
980,1746,92106002,GEM/2025/B/6595612,,,,,,,"Ankleshwar, Gujarat, India",01-10-2025,,315,,,,,,,N/A,,2288000,,,,,
981,9358,94055619,GEM/2025/B/6819286,,,,,,,"Thiruvananthapuram, Kerala, India",14-11-2025,ref to doc,463900,,,,,,,N/A,,2286769.22,,,,,
982,8566,93839382,GEM/2025/B/6646164,,,,,,,"Bangalore, Karnataka, India",06-11-2025,,157,,,,,,,N/A,,2269520.12,,,,,
983,6760,93319972,GEM/2025/B/6768005,,,,,,,"Bareilly, Uttar Pradesh, India",18-10-2025,ref to doc,10302,,,,,,,N/A,,2266440,,,,,
984,928,91846938,GEM/2025/B/6615053,,,,,,,"New Delhi, Delhi, India",06-09-2025,,20946,,,,,,,N/A,,2265350,,,,,
985,3210,92400498,GEM/2025/B/6465179,,,,,,,"Bangalore, Karnataka, India",29-09-2025,,26298,,,,,,,N/A,,2261956.48,,,,,
986,934,91849421,GEM/2025/B/6615413,,,,,,,"Bangalore, Karnataka, India",18-09-2025,,10,,,,,,,N/A,,2242000,,,,,
987,3887,92561002,2025_PCMCP_1219311_1,,,,,,,"Pune, Maharashtra, India",02-10-2025,ref to doc,,,,,,,,N/A,,2240634,,,,,
988,5208,92896546,18/2025-26_156:228837:,,,,,,,"Ahmedabad, Gujarat, India",04-10-2025,ref to doc,,,,,,,,N/A,,2220000,,,,,
989,10410,94332663,25/2025-26_156_Re-Invite:240405:,,,,,,,"Ahmedabad, Gujarat, India",13-11-2025,ref to doc,,,,,,,,N/A,,2220000,,,,,
990,2341,92191152,2025_KMC_898687_1,,,,,,,"Kolkata, West Bengal, India",11-10-2025,ref to doc,,,,,,,,N/A,,2212350,,,,,
991,9370,94056409,2025_LATUR_1236354_1,,,,,,,"Latur, Maharashtra, India",06-11-2025,ref to doc,,,,,,,,N/A,,2202890,,,,,
992,2561,92250315,GEM/2025/B/6655578,,,,,,,"Gautam Budhnagar, Uttar Pradesh, India",15-10-2025,,1,,,,,,,N/A,,2200000,,,,,
993,4447,92710689,GEM/2025/B/6709343,,,,,,,"Dehradun, Uttarakhand, India",16-10-2025,29-09-2025,1,,,,,,,N/A,,2200000,,,,,
994,4832,92814916,GEM/2025/B/6720792,,,,,,,"Gautam Budhnagar, Uttar Pradesh, India",24-10-2025,,5,,,,,,,N/A,,2200000,,,,,
995,6311,93198727,GEM/2025/B/6695984,,,,,,,"Gorakhpur, Uttar Pradesh, India",01-11-2025,15-10-2025,20,,,,,,,N/A,,2200000,,,,,
996,6723,93304631,GEM/2025/B/6711621,,,,,,,"Kushinagar, Uttar Pradesh, India",31-10-2025,,100000,,,,,,,N/A,,2200000,,,,,
997,9742,94126427,2025_BGTRR_459894_1,,,,,,,"Bhopal, Madhya Pradesh, India",24-11-2025,11-11-2025,,,,,,,,N/A,,2200000,,,,,
998,9792,94147508,2025_WBZA_936140_1,,,,,,,"Darjeeling, West Bengal, India",20-11-2025,ref to doc,,,,,,,,N/A,,2187293,,,,,
999,7315,93451061,GEM/2025/B/6757292,,,,,,,"Kangra, Himachal Pradesh, India",23-10-2025,,884369,,,,,,,N/A,,2180433.6,,,,,
1000,3652,92498485,GEM/2025/B/6571148,,,,,,,"Bangalore, Karnataka, India",03-10-2025,,18968,,,,,,,N/A,,2169981.49,,,,,
1001,10090,94211388,2025_PWD_119496_8,,,,,,,"Shimla, Himachal Pradesh, India",13-11-2025,ref to doc,,,,,,,,N/A,,2161021,,,,,
1002,9077,93952830,GEM/2025/B/6757539,,,,,,,"Bangalore, Karnataka, India",11-11-2025,,218,,,,,,,N/A,,2160716.88,,,,,
1003,2375,92202047,GEM/2025/B/6610959,,,,,,,"Gandhinagar, Gujarat, India",27-09-2025,15-09-2025,16,,,,,,,N/A,,2148033,,,,,
1004,4074,92598531,GEM/2025/B/6698122,,,,,,,"Amroha, Uttar Pradesh, India",29-09-2025,,205,,,,,,,N/A,,2131269,,,,,
1005,10409,94323915,DMA/2025-26/OW/WORK_INDENT40480/CALL-2,,,,,,,"Tiptur, Karnataka, India",23-11-2025,ref to doc,,,,,,,,N/A,,2121732.59,,,,,
1006,482,91680182,GEM/2025/B/6594599,,,,,,,"New Delhi, Delhi, India",18-09-2025,,75956,,,,,,,N/A,,2120875,,,,,
1007,4856,92816665,KNNL/2025-26/OW/WORK_INDENT3193,,,,,,,"Athani, Karnataka, India",03-10-2025,ref to doc,,,,,,,,N/A,,2116622.12,,,,,
1008,7149,93417715,KBJNL/2025-26/CN/WORK_INDENT2165,,,,,,,"Bijapur, Karnataka, India",18-10-2025,ref to doc,,,,,,,,N/A,,2111670,,,,,
1009,6687,93302223,"851097-17-1/General Fund/EE&SE/Knl/25-26,dt.07-10-2025",,,,,,,"Kurnool, Andhra Pradesh, India",13-10-2025,ref to doc,,,,,,,,N/A,,2110880,,,,,
1010,2560,92250298,GEM/2025/B/6603309,,,,,,,"Lucknow, Uttar Pradesh, India",29-09-2025,,1,,,,,,,N/A,,2100000,,,,,
1011,5953,93132627,GEM/2025/B/6708639,,,,,,,"Etawah, Uttar Pradesh, India",22-10-2025,06-10-2025,5,,,,,,,N/A,,2100000,,,,,
1012,7321,93454159,04-01/C-TRANS/ W/25-26/72,,,,,,,"Raipur, Chhattisgarh, India",06-11-2025,ref to doc,,,,,,,,N/A,,2090000,,,,,
1013,10798,94425898,04-01/C-TRANS/ W/25-26/72,,,,,,,"Raipur, Chhattisgarh, India",18-11-2025,ref to doc,,,,,,,,N/A,,2090000,,,,,
1014,8325,93713516,RDPR/2025-26/BD/WORK_INDENT18688/CALL-2,,,,,,,"Bagalkot, Karnataka, India",04-11-2025,ref to doc,,,,,,,,N/A,,2069292.65,,,,,
1015,4853,92811698,RDPR/2025-26/BD/WORK_INDENT18688,,,,,,,"Bagalkot, Karnataka, India",30-09-2025,ref to doc,,,,,,,,N/A,,2069292.64,,,,,
1016,8549,93737316,GEM/2025/B/6687126,,,,,,,"Pune, Maharashtra, India",15-11-2025,,90414,,,,,,,N/A,,2068466.71,,,,,
1017,11561,94594843,GEM/2025/B/6813393,,,,,,,"Dehradun, Uttarakhand, India",24-11-2025,,43420,,,,,,,N/A,,2064749.05,,,,,
1018,5297,92927071,GEM/2025/B/6704716,,,,,,,"Hyderabad, Telangana, India",06-10-2025,,74,,,,,,,N/A,,2061000,,,,,
1019,5593,93003466,GEM/2025/8/6704716,,,,,,,"Hyderabad, Telangana, India",10-10-2025,,,,,,,,,N/A,,2061000,,,,,
1020,4541,90562241,GEM/2025/B/6411595,,,,,,,"Pune, Maharashtra, India",23-09-2025,ref to doc,1890,,,,,,,N/A,,2052562,,,,,
1021,2747,92292895,2025_PCMCP_1216594_2,,,,,,,"Pune, Maharashtra, India",17-09-2025,ref to doc,,,,,,,,N/A,,2048976,,,,,
1022,2162,91792402,38/EEE/RMLHED/2025-26,,,,,,,"New Delhi, Delhi, India",06-09-2025,ref to doc,,,,,,,,N/A,,2044004,,,,,
1023,5552,92980506,38/EEE/RMLHED/2025-26/Recall,,,,,,,"New Delhi, Delhi, India",04-10-2025,ref to doc,,,,,,,,N/A,,2044004,,,,,
1024,10068,94178171,38/EEE/RMLHED/2025-26/Recall -II,,,,,,,"New Delhi, Delhi, India",10-11-2025,ref to doc,,,,,,,,N/A,,2044004,,,,,
1025,9602,94103071,2025_ARMY_737887_1,,,,,,,"New Delhi, Delhi, India",20-11-2025,ref to doc,,,,,,,,N/A,,2037462,,,,,
1026,2459,92220279,PRB2526SLRC00180,,,,,,,"Nagaur, Rajasthan, India",09-09-2025,ref to doc,,,,,,,,N/A,,2020000,,,,,
1027,9049,93935460,GEM/2025/B/6784486,,,,,,,"Pratapgarh, Uttar Pradesh, India",14-11-2025,,84139,,,,,,,N/A,,2020000,,,,,
1028,10091,94212950,04/EE/BHUPD-1/2025-26,,,,,,,"Varanasi, Uttar Pradesh, India",11-11-2025,ref to doc,,,,,,,,N/A,,2005502,,,,,
1029,481,91680130,GEM/2025/B/6562325,,,,,,,"Chandigarh Ut, Chandigarh, India",11-09-2025,ref to doc,19,,,,,,,N/A,,2000000,,,,,
1030,555,91724596,MCB2526GLSS00121,,,,,,,"Bikaner, Rajasthan, India",08-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1031,736,91775449,2025_DHS_790884_1,,,,,,,"Wayanad, Kerala, India",10-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1032,904,91845380,2025_WBMSC_894651_2,,,,,,,"North 24 Pargana, West Bengal, India",17-09-2025,02-09-2025,,,,,,,,N/A,,2000000,,,,,
1033,1131,91929757,2025_HBC_468606_1,,,,,,,"Panchkula, Haryana, India",14-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1034,1282,91970451,2025_MEDIC_498099_1,,,,,,,"Sikar, Rajasthan, India",12-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1035,1348,91992052,MCB2526GLSS00128,,,,,,,"Bikaner, Rajasthan, India",08-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1036,1785,92117491,MHS2526GLRC03751,,,,,,,"Sikar, Rajasthan, India",10-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1037,2061,91954690,GEM/2025/B/6624972,,,,,,,"Jalaun, Uttar Pradesh, India",19-09-2025,ref to doc,1,,,,,,,N/A,,2000000,,,,,
1038,2073,91974239,DHFWS/2025-26/IND1776,,,,,,,"Davangere, Karnataka, India",16-09-2025,,,,,,,,,N/A,,2000000,,,,,
1039,2074,91976370,GEM/2025/B/6627705,,,,,,,"Jalaun, Uttar Pradesh, India",20-09-2025,05-09-2025,1,,,,,,,N/A,,2000000,,,,,
1040,2084,91999866,GEM/2025/B/6632016,,,,,,,"Jalaun, Uttar Pradesh, India",22-09-2025,,1,,,,,,,N/A,,2000000,,,,,
1041,2279,92164367,2025_DRDP_149108_1,,,,,,,"Sangrur, Punjab, India",17-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1042,2767,92283425,2025_DHS_450259_1,,,,,,,"Hoshangabad, Madhya Pradesh, India",29-09-2025,16-09-2025,,,,,,,,N/A,,2000000,,,,,
1043,3151,92393977,2025_AMSRB_877117_1,,,,,,,"Raebareli, Uttar Pradesh, India",06-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1044,3661,92506964,MHS2526GLSS03994,,,,,,,"Jodhpur, Rajasthan, India",25-09-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1045,4470,92718889,2025_DME_451620_1,,,,,,,"Gwalior, Madhya Pradesh, India",13-10-2025,24-09-2025,,,,,,,,N/A,,2000000,,,,,
1046,4638,92768274,GEM/2025/B/6554954,,,,,,,"Chandigarh Ut, Chandigarh, India",14-10-2025,ref to doc,9,,,,,,,N/A,,2000000,,,,,
1047,4698,92776308,GEM/2025/B/6716792,,,,,,,"Thiruvananthapuram, Kerala, India",14-10-2025,ref to doc,1,,,,,,,N/A,,2000000,,,,,
1048,4993,92856724,2025_MEDIC_503597_1,,,,,,,"Sirohi, Rajasthan, India",14-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1049,4997,92861753,MHS2526GLOB04210,,,,,,,"Sirohi, Rajasthan, India",06-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1050,5123,92882265,-,,,,,,,"Medinipur, West Bengal, India",10-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1051,5236,92917517,2025_PGIME_877849_1,,,,,,,"Chandigarh Ut, Chandigarh, India",13-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1052,6355,93212406,2025_UAD_456078_1,,,,,,,"Chhindwara, Madhya Pradesh, India",10-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1053,6485,93244722,GEM/2025/B/6760912,,,,,,,"Jamnagar, Gujarat, India",27-10-2025,,5,,,,,,,N/A,,2000000,,,,,
1054,6674,93289621,2025_DHFWS_913764_1,,,,,,,"Midnapore, West Bengal, India",10-11-2025,09-10-2025,,,,,,,,N/A,,2000000,,,,,
1055,6754,93318634,2025_PMSA_87960_1,,,,,,,"Almora, Uttarakhand, India",16-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1056,6786,93282806,2025_RNTMC_506032_1,,,,,,,"Udaipur, Rajasthan, India",16-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1057,6944,93369915,MCU2526SLRL00216,,,,,,,"Udaipur, Rajasthan, India",16-10-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1058,7037,93386287,2025_MCC_808261_1,,,,,,,"Kannur, Kerala, India",15-11-2025,24-10-2025,,,,,,,,N/A,,2000000,,,,,
1059,7350,93457398,GEM/2025/B/6750007,,,,,,,"Lucknow, Uttar Pradesh, India",10-11-2025,,1,,,,,,,N/A,,2000000,,,,,
1060,7683,93547254,2025_GMCK_507567_1,,,,,,,"Kota, Rajasthan, India",06-11-2025,24-10-2025,,,,,,,,N/A,,2000000,,,,,
1061,8280,93696321,2025_HAUDD_292559_1,,,,,,,"Jammu, Jammu And Kashmir, India",08-11-2025,27-10-2025,,,,,,,,N/A,,2000000,,,,,
1062,8846,93897353,2025_MCC_814202_1,,,,,,,"Kannur, Kerala, India",25-11-2025,31-10-2025,,,,,,,,N/A,,2000000,,,,,
1063,8938,93924613,GEM/2025/B/6788603,,,,,,,"Jaunpur, Uttar Pradesh, India",24-11-2025,,1,,,,,,,N/A,,2000000,,,,,
1064,9088,93958822,2025_JMCSR_509191_3,,,,,,,"Jhalawar, Rajasthan, India",10-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1065,9293,94036168,GEM/2025/B/6697110,,,,,,,"Talcher, Orissa, India",17-11-2025,ref to doc,1,,,,,,,N/A,,2000000,,,,,
1066,9337,94050181,MES2526GLRC00131,,,,,,,"Jhalawar, Rajasthan, India",10-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1067,9767,94144239,2025_MEDIC_510781_1,,,,,,,"Churu, Rajasthan, India",17-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1068,9837,94161772,MHS2526GLOB04783,,,,,,,"Churu, Rajasthan, India",17-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1069,9870,94167160,2025_WBMSC_934359_1,,,,,,,"North 24 Pargana, West Bengal, India",19-11-2025,06-11-2025,,,,,,,,N/A,,2000000,,,,,
1070,10276,94262629,2025_DHS_818867_1,,,,,,,"Malappuram, Kerala, India",19-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1071,10289,94285474,2025_DHS_794072_2,,,,,,,"Wayanad, Kerala, India",21-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1072,10583,94376176,2025_MCGM_1223778_1,,,,,,,"Mumbai, Maharashtra, India",25-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1073,11400,94556975,DLB2526SLOB24046,,,,,,,"Udaipur, Rajasthan, India",23-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1074,11429,94560843,2025_DLB_512809_3,,,,,,,"Udaipur, Rajasthan, India",23-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1075,11430,94560852,2025_DLB_512809_4,,,,,,,"Udaipur, Rajasthan, India",23-11-2025,ref to doc,,,,,,,,N/A,,2000000,,,,,
1076,12228,94765875,2025_LATUR_1247959_1,,,,,,,"Latur, Maharashtra, India",20-11-2025,ref to doc,,,,,,,,N/A,,1999492,,,,,
1077,3731,92516154,TNO 1585,,,,,,,"Saraipali, Chhattisgarh, India",07-10-2025,ref to doc,,,,,,,,N/A,,1997136,,,,,
1078,3819,92516157,TNO 1584,,,,,,,"Saraipali, Chhattisgarh, India",07-10-2025,ref to doc,,,,,,,,N/A,,1997136,,,,,
1079,1149,91943735,,,,,,,,"Kolkata, West Bengal, India",18-09-2025,ref to doc,,,,,,,,N/A,,1984236,,,,,
1080,7127,93419283,GEM/2025/B/6649911,,,,,,,"Chandigarh Ut, Chandigarh, India",27-10-2025,ref to doc,62000,,,,,,,N/A,,1984000,,,,,
1081,2058,91930563,KBJNL/2025-26/OW/WORK_INDENT2403,,,,,,,"Bijapur, Karnataka, India",08-09-2025,ref to doc,,,,,,,,N/A,,1980306.2,,,,,
1082,6784,93325228,KBJNL/2025-26/OW/WORK_INDENT2403/CALL-2,,,,,,,"Not Classified, Karnataka, India",18-10-2025,ref to doc,,,,,,,,N/A,,1980306.2,,,,,
1083,3362,92434106,GEM/2025/B/6608997,,,,,,,"Lucknow, Uttar Pradesh, India",03-10-2025,,11160,,,,,,,N/A,,1978611,,,,,
1084,11119,94493707,GEM/2025/B/6875235,,,,,,,"Jamnagar, Gujarat, India",25-11-2025,,139,,,,,,,N/A,,1965838,,,,,
1085,5849,93076265,GEM/2025/B/6699158,,,,,,,"Bhatinda, Punjab, India",11-10-2025,ref to doc,374491,,,,,,,N/A,,1965155.9,,,,,
1086,4642,92761710,2025_MSME_906168_1,,,,,,,"Cooch behar, West Bengal, India",14-10-2025,24-09-2025,,,,,,,,N/A,,1964440,,,,,
1087,3817,92514671,GEM/2025/B/6650589,,,,,,,"Jalandhar, Punjab, India",03-10-2025,,301198,,,,,,,N/A,,1959583.1,,,,,
1088,9520,94086645,GEM/2025/B/6841956,,,,,,,"Jammu, Jammu And Kashmir, India",22-11-2025,,295,,,,,,,N/A,,1953903,,,,,
1089,9352,94053504,MCJ2526GLOB00093,,,,,,,"Jaipur, Rajasthan, India",13-11-2025,ref to doc,,,,,,,,N/A,,1950000,,,,,
1090,1483,92024855,GEM/2025/B/6596061,,,,,,,"Sonitpur, Assam, India",18-09-2025,,26356,,,,,,,N/A,,1944926,,,,,
1091,865,91835411,GEM/2025/B/6572580,,,,,,,"New Delhi, Delhi, India",23-09-2025,,2799,,,,,,,N/A,,1921604.14,,,,,
1092,8062,93638173,GEM/2025/B/6799527,,,,,,,"Hassan, Karnataka, India",31-10-2025,,82,,,,,,,N/A,,1914337.1,,,,,
1093,8898,93892345,GEM/2025/B/6810167,,,,,,,"Gurdaspur, Punjab, India",15-11-2025,,62042,,,,,,,N/A,,1903345,,,,,
1094,1470,92019492,2025_HFW_897209_1,,,,,,,"Cooch behar, West Bengal, India",17-09-2025,12-09-2025,,,,,,,,N/A,,1900000,,,,,
1095,6462,93242013,2025_MEDIC_505718_1,,,,,,,"Churu, Rajasthan, India",20-10-2025,09-10-2025,,,,,,,,N/A,,1900000,,,,,
1096,4685,92773513,GEM/2025/B/6598868,,,,,,,"Pune, Maharashtra, India",14-10-2025,,49806,,,,,,,N/A,,1893197.38,,,,,
1097,1582,92058720,GEM/2025/B/6618421,,,,,,,"Lucknow, Uttar Pradesh, India",04-10-2025,,25,,,,,,,N/A,,1875000,,,,,
1098,1466,92014946,WCR-BPL-W-25-26-W-14-70,,,,,,,"Bhopal, Madhya Pradesh, India",25-09-2025,ref to doc,,,,,,,,N/A,,1861722.44,,,,,
1099,5573,92985753,MHS2526WSOB04222,,,,,,,"Bharatpur, Rajasthan, India",08-10-2025,ref to doc,,,,,,,,N/A,,1858000,,,,,
1100,6130,93149088,2025_MEDIC_505273_1,,,,,,,"Bharatpur, Rajasthan, India",13-10-2025,ref to doc,,,,,,,,N/A,,1858000,,,,,
1101,7316,93451859,MHS2526WSOB04399,,,,,,,"Balotra, Rajasthan, India",24-10-2025,ref to doc,,,,,,,,N/A,,1858000,,,,,
1102,9622,94122545,GEM/2025/B/6833306,,,,,,,"Kangra, Himachal Pradesh, India",15-11-2025,,994584,,,,,,,N/A,,1853254,,,,,
1103,1880,92152928,GEM/2025/B/6606768,,,,,,,"Navi Mumbai, Maharashtra, India",25-09-2025,ref to doc,52,,,,,,,N/A,,1853190,,,,,
1104,654,91757503,GEM/2025/B/6604196,,,,,,,"Kupwara, Jammu And Kashmir, India",15-09-2025,ref to doc,9067,,,,,,,N/A,,1850000,,,,,
1105,1805,92122354,GEM/2025/B/6511169,,,,,,,"Ranga Reddy, Telangana, India",15-09-2025,,1819,,,,,,,N/A,,1820000,,,,,
1106,7970,93624571,GEM/2025/B/6764478,,,,,,,"East Godavari, Andhra Pradesh, India",17-11-2025,,106,,,,,,,N/A,,1813000,,,,,
1107,10100,94216355,GEM/2025/B/6840010,,,,,,,"New Delhi, Delhi, India",25-11-2025,,38,,,,,,,N/A,,1801800,,,,,
